,,,,,,,Na,,Na%,,Na2O,,Na2O%,,Mg,,Mg%,,MgO,,MgO%,,Cl,,K,,K%,,K2O,,K2O%,,Sc,,Ti,,Ti%,,TiO2,,TiO2%,,Mn,,Mn%,,MnO,,MnO%,,Fe,,Fe%,,FeO%,,Fe2O3,,Fe2O3%,,Co,,Zn,,Ga,,Rb,,Sr,,Y,,Zr,,Nb,,Sb,,Cs,,Ba,,La,,Ce,,Nd,,Tb,,Dy,,Sm,,Eu,,Yb,,Lu,,Hf,,Ta,,Pb,,Th,,U,,,,,,
Fernandez et al 2016,ARG025,Pampa del Asador 1,Artifacts,,ICP-MS,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792,43,,,,,,,276,13.6,,,,,,,,,,,,,,,,,,,,,,,189,6.5,33,2,32,1.3,126,5,26,4,,,,,232,10,37,2,,,,,,,,,,,,,,,,,,,,,,,18,1.5,5.6,0.3,,,,,
IAOS Bulletin 57,ARG025,Pampa del Asador 1,Source Samples,,EDXRF,1,,,,,,,,,,,,,,,,,,,38925,,,,,,,,,,672,,,,,,,,504,,,,,,,,10014,,,,,,,,,,,,90,,22,,186,,30,,33,,137,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,
IAOS Bulletin 57,ARG025,Pampa del Asador 1,Source Samples,,EDXRF,1,,,,,,,,,,,,,,,,,,,36715,,,,,,,,,,778,,,,,,,,275,,,,,,,,10441,,,,,,,,,,,,81,,21,,198,,33,,32,,139,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,
IAOS Bulletin 57,ARG025,Pampa del Asador 1,Source Samples,,EDXRF,1,,,,,,,,,,,,,,,,,,,37664,,,,,,,,,,689,,,,,,,,491,,,,,,,,10468,,,,,,,,,,,,99,,21,,211,,35,,33,,145,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,
IAOS Bulletin 57,ARG025,Pampa del Asador 1,Source Samples,,EDXRF,1,,,,,,,,,,,,,,,,,,,35261,,,,,,,,,,626,,,,,,,,268,,,,,,,,10264,,,,,,,,,,,,87,,17,,186,,30,,23,,120,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,
IAOS Bulletin 57,ARG025,Pampa del Asador 1,Source Samples,,EDXRF,1,,,,,,,,,,,,,,,,,,,37444,,,,,,,,,,652,,,,,,,,388,,,,,,,,10860,,,,,,,,,,,,79,,23,,252,,34,,38,,147,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,
IAOS Bulletin 57,ARG025,Pampa del Asador 1,Source Samples,,EDXRF,1,,,,,,,,,,,,,,,,,,,36579,,,,,,,,,,767,,,,,,,,370,,,,,,,,10259,,,,,,,,,,,,78,,18,,258,,36,,27,,144,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,
IAOS Bulletin 57,ARG025,Pampa del Asador 1,Source Samples,,EDXRF,1,,,,,,,,,,,,,,,,,,,36793,,,,,,,,,,782,,,,,,,,358,,,,,,,,10839,,,,,,,,,,,,99,,18,,197,,36,,36,,143,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,
IAOS Bulletin 57,ARG025,Pampa del Asador 1,Source Samples,,EDXRF,1,,,,,,,,,,,,,,,,,,,35382,,,,,,,,,,627,,,,,,,,176,,,,,,,,10130,,,,,,,,,,,,111,,19,,173,,28,,25,,118,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,
IAOS Bulletin 57,ARG025,Pampa del Asador 1,Source Samples,,EDXRF,1,,,,,,,,,,,,,,,,,,,37360,,,,,,,,,,889,,,,,,,,298,,,,,,,,8928,,,,,,,,,,,,79,,20,,187,,28,,26,,128,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,
IAOS Bulletin 57,ARG025,Pampa del Asador 1,Source Samples,,EDXRF,1,,,,,,,,,,,,,,,,,,,38530,,,,,,,,,,770,,,,,,,,408,,,,,,,,10376,,,,,,,,,,,,81,,20,,202,,31,,32,,147,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,
IAOS Bulletin 57,ARG025,Pampa del Asador 1,Source Samples,,EDXRF,1,,,,,,,,,,,,,,,,,,,37678,,,,,,,,,,518,,,,,,,,414,,,,,,,,10669,,,,,,,,,,,,57,,20,,196,,33,,34,,144,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,
Fernandez et al 2016,ARG026,Pampa del Asador 2,Artifacts,,ICP-MS,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,721,24.3,,,,,,,229,18,,,,,,,,,,,,,,,,,,,,,,,216,12,4,1.3,43,3,143,5,31,4,,,,,28,4,26,2,,,,,,,,,,,,,,,,,,,,,,,18.4,1.6,6.2,0.4,,,,,
IAOS Bulletin 57,ARG026,Pampa del Asador 2,Source Samples,,EDXRF,1,,,,,,,,,,,,,,,,,,,35232,,,,,,,,,,652,,,,,,,,316,,,,,,,,9474,,,,,,,,,,,,82,,20,,225,,0.4,,49,,138,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,
IAOS Bulletin 57,ARG026,Pampa del Asador 2,Source Samples,,EDXRF,1,,,,,,,,,,,,,,,,,,,35025,,,,,,,,,,715,,,,,,,,568,,,,,,,,8182,,,,,,,,,,,,67,,15,,206,,0,,37,,131,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,
IAOS Bulletin 57,ARG026,Pampa del Asador 2,Source Samples,,EDXRF,1,,,,,,,,,,,,,,,,,,,36350,,,,,,,,,,842,,,,,,,,313,,,,,,,,10147,,,,,,,,,,,,102,,25,,193,,3,,41,,152,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,
IAOS Bulletin 57,ARG026,Pampa del Asador 2,Source Samples,,EDXRF,1,,,,,,,,,,,,,,,,,,,36265,,,,,,,,,,788,,,,,,,,280,,,,,,,,10138,,,,,,,,,,,,115,,22,,191,,0.4,,35,,159,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,
IAOS Bulletin 57,ARG026,Pampa del Asador 2,Source Samples,,EDXRF,1,,,,,,,,,,,,,,,,,,,37258,,,,,,,,,,578,,,,,,,,234,,,,,,,,10765,,,,,,,,,,,,78,,19,,244,,4,,43,,158,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,
IAOS Bulletin 57,ARG026,Pampa del Asador 2,Source Samples,,EDXRF,1,,,,,,,,,,,,,,,,,,,35906,,,,,,,,,,520,,,,,,,,267,,,,,,,,10929,,,,,,,,,,,,94,,24,,226,,0.7,,39,,148,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,
IAOS Bulletin 57,ARG026,Pampa del Asador 2,Source Samples,,EDXRF,1,,,,,,,,,,,,,,,,,,,36228,,,,,,,,,,463,,,,,,,,289,,,,,,,,11646,,,,,,,,,,,,100,,22,,265,,2,,42,,162,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,
IAOS Bulletin 57,ARG026,Pampa del Asador 2,Source Samples,,EDXRF,1,,,,,,,,,,,,,,,,,,,38855,,,,,,,,,,790,,,,,,,,416,,,,,,,,9965,,,,,,,,,,,,106,,22,,230,,3,,46,,149,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,
IAOS Bulletin 57,ARG026,Pampa del Asador 2,Source Samples,,EDXRF,1,,,,,,,,,,,,,,,,,,,37783,,,,,,,,,,692,,,,,,,,338,,,,,,,,8115,,,,,,,,,,,,92,,18,,221,,0.5,,41,,137,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,
Fernandez et al 2016,ARG027,Pampa del Asador 3,Artifacts,,ICP-MS,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1364,49,,,,,,,379,15.6,,,,,,,,,,,,,,,,,,,,,,,165,6,60,1.4,27,1,264,9,29,1,,,,,520,20,41,1.6,,,,,,,,,,,,,,,,,,,,,,,19.4,0.8,6,,,,,,
IAOS Bulletin 57,ARG027,Pampa del Asador 3,Source Samples,,EDXRF,1,,,,,,,,,,,,,,,,,,,36371,,,,,,,,,,683,,,,,,,,536,,,,,,,,13990,,,,,,,,,,,,85,,19,,181,,63,,32,,284,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,
IAOS Bulletin 57,ARG027,Pampa del Asador 3,Source Samples,,EDXRF,1,,,,,,,,,,,,,,,,,,,35363,,,,,,,,,,623,,,,,,,,400,,,,,,,,14212,,,,,,,,,,,,52,,17,,186,,58,,31,,283,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,
IAOS Bulletin 57,ARG027,Pampa del Asador 3,Source Samples,,EDXRF,1,,,,,,,,,,,,,,,,,,,35260,,,,,,,,,,995,,,,,,,,504,,,,,,,,12680,,,,,,,,,,,,88,,20,,201,,44,,33,,251,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,
IAOS Bulletin 57,ARG027,Pampa del Asador 3,Source Samples,,EDXRF,1,,,,,,,,,,,,,,,,,,,36148,,,,,,,,,,867,,,,,,,,427,,,,,,,,14038,,,,,,,,,,,,89,,21,,181,,65,,30,,294,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,
IAOS Bulletin 57,ARG027,Pampa del Asador 3,Source Samples,,EDXRF,1,,,,,,,,,,,,,,,,,,,34956,,,,,,,,,,687,,,,,,,,346,,,,,,,,14799,,,,,,,,,,,,83,,22,,191,,64,,31,,309,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,
IAOS Bulletin 57,ARG027,Pampa del Asador 3,Source Samples,,EDXRF,1,,,,,,,,,,,,,,,,,,,36363,,,,,,,,,,705,,,,,,,,497,,,,,,,,13845,,,,,,,,,,,,45,,22,,181,,67,,23,,269,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,
IAOS Bulletin 57,ARG027,Pampa del Asador 3,Source Samples,,EDXRF,1,,,,,,,,,,,,,,,,,,,36617,,,,,,,,,,768,,,,,,,,480,,,,,,,,14311,,,,,,,,,,,,70,,17,,175,,61,,30,,268,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,
Duran et al 2004,ARG029,Arroyo El Pehuenche,Artifacts,,INAA,1,35000,,3.5,,,,,,,,,,,,,,,,37200,,3.72,,,,,,,,,,,,,,,,563,,,,,,,,7970,,0.797,,,,,,,,,,58.2,,,,157.6,,172.4,,,,237,,,,,,,,721,,34.5,,,,,,,,,,,,,,,,,,,,,,,,20.1,,5.55,,,,,,
Duran et al 2004,ARG029,Arroyo El Pehuenche,Artifacts,,INAA,1,35800,,3.58,,,,,,,,,,,,,,,,33900,,3.39,,,,,,,,,,,,,,,,591,,,,,,,,6830,,0.683,,,,,,,,,,44.2,,,,158.2,,110.2,,,,188.6,,,,,,,,691,,33.5,,,,,,,,,,,,,,,,,,,,,,,,20.6,,5.44,,,,,,
Duran et al 2004,ARG029,Arroyo El Pehuenche,Artifacts,,INAA,1,35500,,3.55,,,,,,,,,,,,,,,,34200,,3.42,,,,,,,,,,,,,,,,594,,,,,,,,7620,,0.762,,,,,,,,,,58.4,,,,157.7,,134.5,,,,198.1,,,,,,,,684,,33,,,,,,,,,,,,,,,,,,,,,,,,20.5,,5.24,,,,,,
Duran et al 2004,ARG029,Arroyo El Pehuenche,Artifacts,,INAA,1,34900,,3.49,,,,,,,,,,,,,,,,35600,,3.56,,,,,,,,,,,,,,,,579,,,,,,,,6830,,0.683,,,,,,,,,,56.2,,,,157.6,,128.7,,,,183.9,,,,,,,,684,,3.6,,,,,,,,,,,,,,,,,,,,,,,,20.6,,5.22,,,,,,
Duran et al 2004,ARG029,Arroyo El Pehuenche,Artifacts,,INAA,1,35600,,3.56,,,,,,,,,,,,,,,,34500,,3.45,,,,,,,,,,,,,,,,591,,,,,,,,6960,,0.696,,,,,,,,,,62.9,,,,158.4,,150.8,,,,215.9,,,,,,,,699,,32.8,,,,,,,,,,,,,,,,,,,,,,,,20.7,,5.18,,,,,,
Duran et al 2004,ARG029,Arroyo El Pehuenche,Artifacts,,INAA,1,36200,,3.62,,,,,,,,,,,,,,,,34300,,3.43,,,,,,,,,,,,,,,,597,,,,,,,,6970,,0.697,,,,,,,,,,45.1,,,,159,,104.5,,,,177.3,,,,,,,,678,,33.6,,,,,,,,,,,,,,,,,,,,,,,,20.8,,5.57,,,,,,
Stern 2017,ARG030,Covunco,Geological,,EDXRF or ICP-MS,1,32938.2381413359,,3.29382381413359,,,,4.44,,542.724227763305,,0.0542724227763305,,,,0.09,,,,39099.6602828146,,3.90996602828146,,,,4.71,,,,982,,,,,,,,438,,,,,,,,8602.83674619575,,0.860283674619575,,,,,,1.23,,,,,,,,177,,48,,18,,163,,29,,,,8.4,,278,,33.4,,63.7,,18.7,,0.55,,2.95,,2.79,,0.43,,2.19,,0.36,,4.9,,,,,,26.8,,7.9,,,,,,
Stern et al 2012,ARG030,Portada Covunco,Artifacts,,ICP-MS,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001,,,,,,,,382,,,,,,,,,,,,,,,,,,,,,,,,163,,42,,17,,149,,27,,,,,,226,,30,,,,,,,,,,,,,,,,,,,,,,17.6,,25,,6.9,,,,,,
Stern et al 2012,ARG030,Portada Covunco,Artifacts,,ICP-MS,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1134,,,,,,,,412,,,,,,,,,,,,,,,,,,,,,,,,164,,47,,17,,151,,27,,,,,,258,,29.9,,,,,,,,,,,,,,,,,,,,,,20.4,,25.1,,7,,,,,,
Escola et al 2016,ARG031,Quiron,Artifacts,,INAA,5,28997,670,,,,,,,,,,,,,,,,,39523,1223,,,,,,,,,,,,,,,,,608,10,,,,,,,5122,180,,,,,,,,,,,36,21,,,676,10,,,,,285,6,,,,,,,166,19,9,1.2,,,,,,,,,,,,,,,,,,,,,,,3.4,0.6,33.1,1.6,,,,,
Stern et al 2012,ARG033,Rio Kilca,Artifacts,,ICP-MS,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,997,,,,,,,,277,,,,,,,,,,,,,,,,,,,,,,,,171,,41,,18,,145,,28,,,,,,214,,30.6,,,,,,,,,,,,,,,,,,,,,,18,,25.3,,7.3,,,,,,
Stern et al 2012,ARG033,Rio Kilca,Artifacts,,ICP-MS,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,976,,,,,,,,376,,,,,,,,,,,,,,,,,,,,,,,,161,,41,,16,,149,,27,,,,,,226,,30.7,,,,,,,,,,,,,,,,,,,,,,17.6,,25.5,,6.9,,,,,,
Stern et al 2012,ARG034,Rio Litran,Artifacts,,ICP-MS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,,,,,,,375,,,,,,,,,,,,,,,,,,,,,,,,160,,44,,16,,151,,26,,,,,,226,,30.3,,,,,,,,,,,,,,,,,,,,,,17.6,,24.7,,6.8,,,,,,
Pintar et al 2016,ARG035,Lago Salar del Hombre Muerto,Artifacts,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3086.6,,,,,,,,,,,,15,,,,1063,,0,,35,,39,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,
Pintar et al 2016,ARG035,Lago Salar del Hombre Muerto,Artifacts,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3587,,,,,,,,,,,,113,,,,1125,,0,,34.4,,37,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,
Pintar et al 2016,ARG035,Lago Salar del Hombre Muerto,Artifacts,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3099,,,,,,,,,,,,113,,,,1102,,0,,35,,36,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,
Pintar et al 2016,ARG035,Lago Salar del Hombre Muerto,Artifacts,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3867,,,,,,,,,,,,177.3,,,,1300,,0,,31,,38,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,
Pintar et al 2016,ARG035,Lago Salar del Hombre Muerto,Artifacts,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3082.8,,,,,,,,,,,,119.4,,,,1025,,0,,28,,28,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,
Pintar et al 2016,ARG035,Lago Salar del Hombre Muerto,Artifacts,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3026.2,,,,,,,,,,,,128,,,,1093.6,,0,,37,,38.6,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.3,,,,,,,,
Pintar et al 2016,ARG035,Lago Salar del Hombre Muerto,Artifacts,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3362.6,,,,,,,,,,,,127.2,,,,1074.7,,0,,30,,37,,68.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.2,,,,,,,,
Pintar et al 2016,ARG035,Lago Salar del Hombre Muerto,Artifacts,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3158,,,,,,,,,,,,108.6,,,,1154.3,,0,,48,,35.6,,68.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.6,,,,,,,,
Pintar et al 2016,ARG035,Lago Salar del Hombre Muerto,Artifacts,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3164.5,,,,,,,,,,,,108.2,,,,1113.7,,0,,37.4,,39.6,,66.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.3,,,,,,,,
Pintar et al 2016,ARG035,Lago Salar del Hombre Muerto,Artifacts,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3127.8,,,,,,,,,,,,107.3,,,,1090.2,,0,,46.2,,41.3,,70.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.2,,,,,,,,
Duran et al 2004,ARG037,Volcán Payún Matrú,Artifacts,,INAA,1,31600,,3.16,,,,,,,,,,,,,,,,24500,,2.45,,,,,,,,,,,,,,,,483,,,,,,,,6050,,0.605,,,,,,,,,,46.8,,,,173.6,,110.4,,,,174.7,,,,,,,,646,,30.1,,,,,,,,,,,,,,,,,,,,,,,,23,,5.72,,,,,,
Fernandez et al 2016,ARG038,Cordillera Baguales/Calafate,Artifacts,,ICP-MS,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540,,,,,,,,214,,,,,,,,,,,,,,,,,,,,,,,,321,,2.3,,146,,724,,153,,,,11.6,,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,45.1,,,,,,,,
Miotti et al 2012,ARG039,Somuncura 1,Artifacts,,EDXRF,1,,,,,,,,,,,,,,,,,,,36664,,,,,,,,,,895,,,,,,,,297,,,,,,,,9990,,,,,,,,,,,,81,,18,,240,,8,,45,,316,,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,18,,,,,,,,
Miotti et al 2012,ARG039,Somuncura 1,Artifacts,,EDXRF,1,,,,,,,,,,,,,,,,,,,37316,,,,,,,,,,774,,,,,,,,78,,,,,,,,10992,,,,,,,,,,,,106,,18,,241,,10,,46,,317,,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,22,,,,,,,,
Miotti et al 2012,ARG039,Somuncura 1,Artifacts,,EDXRF,1,,,,,,,,,,,,,,,,,,,37334,,,,,,,,,,758,,,,,,,,193,,,,,,,,11572,,,,,,,,,,,,97,,19,,248,,10,,48,,393,,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,25,,,,,,,,
Miotti et al 2012,ARG039,Somuncura 1,Artifacts,,EDXRF,1,,,,,,,,,,,,,,,,,,,39331,,,,,,,,,,618,,,,,,,,114,,,,,,,,10710,,,,,,,,,,,,95,,18,,237,,10,,45,,341,,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,18,,,,,,,,
Miotti et al 2012,ARG039,Somuncura 1,Artifacts,,EDXRF,1,,,,,,,,,,,,,,,,,,,38397,,,,,,,,,,605,,,,,,,,81,,,,,,,,10657,,,,,,,,,,,,102,,18,,242,,7,,47,,296,,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,23,,,,,,,,
Miotti et al 2012,ARG039,Somuncura 1,Artifacts,,EDXRF,1,,,,,,,,,,,,,,,,,,,27977,,,,,,,,,,707,,,,,,,,167,,,,,,,,14766,,,,,,,,,,,,147,,21,,259,,11,,59,,682,,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,25,,,,,,,,
Miotti et al 2012,ARG040,Talagapa,Artifacts,,EDXRF,1,,,,,,,,,,,,,,,,,,,34478,,,,,,,,,,1144,,,,,,,,429,,,,,,,,16545,,,,,,,,,,,,174,,23,,226,,9,,63,,968,,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,27,,,,,,,,
Miotti et al 2012,ARG040,Talagapa,Artifacts,,EDXRF,1,,,,,,,,,,,,,,,,,,,36955,,,,,,,,,,955,,,,,,,,508,,,,,,,,16484,,,,,,,,,,,,194,,24,,255,,12,,71,,1050,,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,31,,,,,,,,
Miotti et al 2012,ARG041,Yahmoc,Artifacts,,EDXRF,1,,,,,,,,,,,,,,,,,,,37840,,,,,,,,,,503,,,,,,,,176,,,,,,,,10079,,,,,,,,,,,,125,,19,,273,,12,,63,,307,,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,29,,,,,,,,
Miotti et al 2012,ARG041,Yahmoc,Artifacts,,EDXRF,1,,,,,,,,,,,,,,,,,,,38474,,,,,,,,,,551,,,,,,,,318,,,,,,,,9684,,,,,,,,,,,,120,,19,,275,,13,,60,,305,,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,29,,,,,,,,
Mendez et al 2012,ARG042,Cisnes,Artifacts,,ICP-MS,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,8,9,1,52,3,356,20,43,2,,,1.8,0.4,223,31,52,3,,,,,,,,,,,,,5.6,0.5,,,11,0.6,,,,,11,0.6,,,,,,,
Mendez et al 2012,ARG043,Sacanana,Artifacts,,ICP-MS,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640,52,1,1,322,28,3150,272,616,48,,,8.6,0.9,1,1,181,14,,,,,,,,,,,,,18,1.5,,,76,7,,,,,76,7,,,,,,,
Stern 2017,ARG043,Sacanana,Geological,,EDXRF or ICP-MS,1,54526.137463698,,5.4526137463698,,,,7.35,,60.3026919737005,,0.00603026919737005,,,,0.01,,,,36858.2784831628,,3.68582784831628,,,,4.44,,,,1035,,,,,,,,936,,,,,,,,16716.0811572422,,1.67160811572422,,,,,,2.39,,,,,,,,640,,,,322,,3156,,616,,,,8.6,,,,181,,404,,170,,6.51,,39.3,,42.8,,2.84,,17.8,,2.71,,76.2,,,,,,66.6,,21,,,,,,
Stern 2017,ARG043,Sacanana,Geological,,EDXRF or ICP-MS,1,33234.9790254921,,3.32349790254921,,,,4.48,,241.210767894802,,0.0241210767894802,,,,0.04,,,,42337.2117712005,,4.23372117712005,,,,5.1,,,,971,,,,,,,,380,,,,,,,,6994.17621641931,,0.699417621641931,,,,,,1,,,,,,,,290,,3,,66,,360,,146,,,,4.4,,,,79.7,,164,,63.2,,1.74,,9.43,,13.2,,0.1,,4.61,,0.82,,14,,,,,,24.2,,4.2,,,,,,
Mendez et al 2012,ARG044,Sierra Negra,Artifacts,,ICP-MS,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502,55,3,2,170,15,2240,204,332,29,,,6.3,0.8,7,3,15,1.6,,,,,,,,,,,,,15,1.6,,,57,6,,,,,57,6,,,,,,,
Stern 2017,ARG044,Sierra Negra,Geological,,EDXRF or ICP-MS,1,43472.5395288803,,4.34725395288803,,,,5.86,,120.605383947401,,0.0120605383947401,,,,0.02,,,,33205.6562911376,,3.32056562911376,,,,4.0,,,,1113,,,,,,,,783,,,,,,,,17975.0328761976,,1.79750328761976,,,,,,2.57,,,,,,,,502,,3,,170,,2240,,332,,,,6.3,,7,,151,,326,,141,,5.3,,31.8,,31.8,,2.24,,14.8,,1.88,,57.0,,,,,,57.8,,14.1,,,,,,
Stern 2017,ARG045, Angostura Blanca,Geological,,EDXRF or ICP-MS,1,31380.348499516,,3.1380348499516,,,,4.23,,1929.68614315842,,0.192968614315842,,,,0.32,,,,33039.6280096819,,3.30396280096819,,,,3.98,,,,1665,,,,,,,,286,,,,,,,,14058.2941950028,,1.40582941950028,,,,,,2.01,,,,,,,,133,,98,,23,,266,,19,,,,2.9,,612,,37.6,,66.1,,25.1,,0.65,,4.44,,4.61,,0.66,,2.82,,0.53,,6.6,,,,,,16,,3.6,,,,,,
Stern 2017,ARG046,C. Castillo,Geological,,EDXRF or ICP-MS,1,34125.2016779606,,3.41252016779606,,,,4.6,,120.605383947401,,0.0120605383947401,,,,0.02,,,,38020.4764533526,,3.80204764533526,,,,4.58,,,,1140,,,,,,,,363,,,,,,,,10910.9148976141,,1.09109148976141,,,,,,1.56,,,,,,,,324,,,,80,,827,,170,,,,4.6,,,,76.5,,153,,65.9,,2.04,,10.2,,13.9,,0.78,,5.04,,0.82,,21.1,,,,,,26,,6.9,,,,,,
Stern 2017,ARG047,Somuncura,Geological,,EDXRF or ICP-MS,1,35386.3504356244,,3.53863504356244,,,,4.77,,241.210767894802,,0.0241210767894802,,,,0.04,,,,36692.2502017071,,3.66922502017071,,,,4.42,,,,1012,,,,,,,,957,,,,,,,,3287.26282171708,,0.328726282171708,,,,,,0.47,,,,,,,,352,,,,56,,456,,164,,,,8.4,,5,,52.9,,103,,38.1,,1.49,,10.1,,8.09,,0.3,,6.35,,0.98,,17.2,,,,,,42.5,,16.5,,,,,,
Stern 2017,ARG048,L. Larga,Geological,,EDXRF or ICP-MS,1,30861.0519522427,,3.08610519522427,,,,4.16,,361.816151842203,,0.0361816151842203,,,,0.06,,,,28888.9209732897,,2.88889209732897,,,,3.48,,,,509,,,,,,,,554,,,,,,,,9442.13789216607,,0.944213789216607,,,,,,1.35,,,,,,,,160,,76,,36,,103,,21,,,,5.1,,945,,25,,50.1,,23.9,,0.97,,5.92,,5.47,,0.56,,4.11,,0.76,,3.8,,,,,,9.2,,2.1,,,,,,
